Community ID,Size,Major Regions
835,1,South Africa
7458,1,China
1069,1,Morocco
3893,1,Indonesia
4096,1,Fiji
2498,1,Argentina
2099,1,Iran
2309,1,Japan
2534,1,Brazil
7334,1,Suriname
1134,1,Egypt
9146,1,Australia
1949,1,Bahamas
7773,1,United Kingdom
4178,1,Nepal
3579,1,United States
11406,1,Russia
2407,1,Philippines
1607,1,Austria
2033,1,Antarctica
1034,1,Congo (Kinshasa)
13636,1,Brazil
12640,1,France
2445,1,Argentina
11053,1,Canada
11255,1,United States
2862,1,Venezuela
1466,1,Greece
8280,1,United States
2285,1,Japan
7089,1,United States
8289,1,United States
11291,1,Laos
892,1,Saint Helena
6104,1,Ukraine
6905,1,Ukraine
10107,1,United States
6112,1,Russia
3721,1,United States
1924,1,Cuba
10133,1,United States
11735,1,Germany
8337,1,Sierra Leone
8548,1,United States
8751,1,Poland
359,1,Germany
366,1,Germany
7570,1,Australia
1170,1,Sudan
11170,1,France
575,1,United Kingdom
11199,1,Brazil
11204,1,Brazil
11005,1,United States
13436,1,United States
13437,1,Canada
2447,1,Argentina
259,1,Cote d'Ivoire
13470,1,China
11071,1,United States
292,1,Tunisia
8706,1,United States
8510,1,United States
11912,1,Pakistan
11914,1,Iraq
5525,1,Canada
3526,1,United States
2546,1,Brazil
11747,1,Canada
3148,1,India
750,1,Germany
3773,1,United States
6779,1,Namibia
11198,1,Brazil
12035,1,Australia
43,1,Canada
7058,1,United States
1870,1,Panama
8278,1,United States
4303,1,France
13309,1,United States
4029,1,Montenegro
10751,1,United Kingdom
755,1,Germany
3556,1,United States
3357,1,Australia
9163,1,Russia
771,1,Germany
380,1,Germany
4182,1,Nepal
1385,1,France
13387,1,Greenland
2799,1,Peru
2008,1,New Zealand
11209,1,Brazil
3822,1,United States
7827,1,United States
9831,1,Tanzania
3638,1,United States
3648,1,United States
2857,1,Venezuela
8664,1,United States
7671,1,Brazil
5872,1,Fiji
14087,1,Azerbaijan
11893,1,Moldova
14093,1,Cyprus
8098,1,Germany
5505,1,Canada
312,1,Belgium
11927,1,Philippines
1332,1,France
7343,1,Costa Rica
3746,1,United States
11952,1,Russia
3952,1,Latvia
3960,1,Lithuania
10161,1,United Kingdom
11963,1,Russia
3969,1,Palestine
574,1,United Kingdom
7016,1,United States
1224,1,Spain
2659,1,Chile
2459,1,Argentina
6062,1,Brazil
4272,1,Burma
7079,1,United States
694,1,Sweden
11897,1,Costa Rica
5698,1,Libya
2701,1,Paraguay
3707,1,United States
8511,1,United States
6932,1,Russia
1337,1,France
9140,1,United States
554,1,United Kingdom
9372,1,Russia
2783,1,Peru
1390,1,France
604,1,Ireland
5406,1,Solomon Islands
8410,1,United States
8412,1,United States
6420,1,Venezuela
6829,1,Australia
229,1,Algeria
11433,1,Argentina
47,1,Canada
13448,1,Algeria
7859,1,United States
5881,1,Tonga
2088,1,Saudi Arabia
14089,1,Belarus
11898,1,Cuba
1710,1,Turkey
3119,1,Laos
124,1,Canada
8744,1,United States
3548,1,United States
13756,1,South Africa
9374,1,Russia
8179,1,Switzerland
982,1,Mozambique
583,1,Netherlands
12185,1,United States
998,1,Chad
11800,1,Latvia
407,1,Germany
614,1,Denmark
6415,1,United States
6419,1,Australia
3026,1,Sri Lanka
9226,1,United States
6228,1,Indonesia
8831,1,Australia
3844,1,United States
13066,1,Austria
7072,1,United States
1089,1,Mauritania
1099,1,Guinea
11717,1,Australia
736,1,Sweden
3998,1,Montenegro
1151,1,Libya
1554,1,Italy
756,1,Germany
11357,1,Turkey
9371,1,Russia
1982,1,French Polynesia
2610,1,Brazil
6205,1,Indonesia
3424,1,United States
35,1,Canada
5439,1,Greenland
2842,1,Venezuela
1844,1,Mexico
13249,1,Equatorial Guinea
8253,1,Brazil
2653,1,Chile
9868,1,Indonesia
11884,1,Italy
7885,1,United States
88,1,Canada
8893,1,United States
7495,1,United States
7513,1,United States
316,1,Belgium
8520,1,United States
2130,1,Iran
2735,1,Colombia
1942,1,Bahamas
7033,1,Russia
2239,1,Syria
3441,1,United States
5452,1,Iceland
1467,1,Greece
121,1,Canada
5689,1,Somalia
1500,1,Italy
7902,1,Canada
3316,1,East Timor
13315,1,Brazil
13724,1,India
11133,1,Hungary
7560,1,Philippines
13377,1,Greenland
1391,1,France
11212,1,Brazil
3614,1,United States
422,1,Finland
7423,1,Gabon
6824,1,Switzerland
7233,1,United States
1041,1,Congo (Kinshasa)
5852,1,Cuba
6075,1,Guadeloupe
2504,1,Argentina
11906,1,Kuwait
3914,1,Indonesia
7123,1,Uruguay
7730,1,Netherlands
7536,1,Indonesia
7551,1,Japan
2354,1,Japan
2006,1,Norfolk Island
3781,1,United States
587,1,Netherlands
5992,1,Taiwan
11206,1,Brazil
7809,1,United States
412,1,Estonia
8612,1,Switzerland
9418,1,United States
3220,1,Burma
13425,1,Russia
5640,1,Malawi
5646,1,Congo (Kinshasa)
6447,1,United States
5648,1,Congo (Kinshasa)
1257,1,France
8862,1,Germany
2682,1,Ecuador
7889,1,United States
1907,1,Cuba
8110,1,Germany
1315,1,France
7738,1,Russia
1541,1,Italy
4343,1,United States
10949,1,North Korea
3555,1,United States
13757,1,United States
13359,1,Greenland
3760,1,United States
1784,1,Mexico
989,1,Mozambique
11998,1,India
3801,1,United States
802,1,South Africa
812,1,South Africa
13621,1,Poland
12028,1,Australia
8029,1,Poland
8252,1,United States
12056,1,China
8859,1,Belgium
3682,1,Grenada
8497,1,United States
1912,1,Cuba
5518,1,Canada
8334,1,Kenya
7351,1,Guyana
8362,1,Canada
3162,1,Thailand
11965,1,Ukraine
2567,1,Brazil
10171,1,Cuba
1436,1,France
9847,1,United States
11856,1,United States
8866,1,Russia
3078,1,Hong Kong
12087,1,India
11092,1,United States
3699,1,United States
905,1,Zambia
13311,1,Canada
7521,1,Canada
1523,1,Italy
7533,1,Brazil
6736,1,United States
740,1,Sweden
6740,1,Colombia
5551,1,Canada
8352,1,Australia
1568,1,Slovenia
13581,1,Philippines
1782,1,Jamaica
9784,1,United States
1392,1,France
7806,1,Canada
3606,1,United States
3434,1,United States
13454,1,Nigeria
9066,1,United States
7280,1,Mexico
3480,1,United States
683,1,Sweden
3686,1,United States
8288,1,United States
10295,1,Finland
6116,1,Belarus
7531,1,Brazil
10934,1,South Africa
6937,1,Russia
3743,1,United States
9544,1,United Arab Emirates
12945,1,Papua New Guinea
1753,1,Turks and Caicos Islands
769,1,Germany
11980,1,Russia
5405,1,Solomon Islands
3412,1,United States
3618,1,United States
6838,1,United States
39,1,Canada
11840,1,United States
242,1,Algeria
11860,1,United States
4071,1,United States
13476,1,China
2283,1,Japan
13488,1,China
11093,1,United States
5920,1,New Caledonia
8121,1,United States
11928,1,Philippines
8532,1,United States
2532,1,Brazil
3540,1,United States
1952,1,Bahamas
3765,1,United States
10184,1,Russia
3682,1,Argentina
7192,1,United States
7594,1,Kiribati
2001,1,New Caledonia
11803,1,South Africa
2813,1,Uruguay
9820,1,Turkey
6826,1,Kenya
2027,1,New Zealand
11839,1,United States
11644,1,Bhutan
64,1,Canada
3468,1,United States
1481,1,Greece
11881,1,France
1093,1,Mauritania
8918,1,Namibia
7918,1,Germany
6519,1,Austria
13735,1,Brazil
745,1,Sweden
968,1,Gabon
11769,1,Canada
3171,1,Thailand
6171,1,Cambodia
11771,1,Canada
11783,1,Canada
13609,1,New Zealand
3221,1,Burma
6028,1,Argentina
3443,1,United States
6065,1,Peru
11067,1,United States
2679,1,Ecuador
7691,1,United States
7297,1,Costa Rica
6898,1,Australia
102,1,Canada
3725,1,United States
8136,1,United States
12948,1,Australia
11175,1,Brazil
783,1,Germany
7589,1,Kiribati
5991,1,Taiwan
6405,1,China
10209,1,China
8609,1,France
2211,1,Pakistan
5624,1,Madagascar
5629,1,Madagascar
2250,1,Marshall Islands
459,1,Finland
3682,1,Dominica
7879,1,Australia
8080,1,France
3082,1,India
8691,1,Japan
14098,1,India
8703,1,South Africa
8109,1,Germany
2320,1,Japan
8341,1,Russia
1543,1,Italy
9746,1,United States
13759,1,United States
13763,1,Namibia
2174,1,West Bank
9396,1,United States
12002,1,India
12003,1,Burma
2205,1,Pakistan
212,1,Algeria
3214,1,Burma
5834,1,Mexico
9474,1,French Polynesia
13477,1,China
480,1,United Kingdom
6081,1,Saint Vincent and the Grenadines
3489,1,United States
10102,1,United States
6907,1,Ukraine
8313,1,United States
8332,1,Sudan
936,1,Madagascar
1355,1,France
1556,1,Italy
9175,1,French Polynesia
11775,1,Canada
11982,1,Russia
6786,1,Guadeloupe
796,1,South Africa
11999,1,India
8813,1,United Kingdom
18,1,Iceland
7419,1,Ethiopia
13635,1,United States
2636,1,Brazil
1440,1,Saint Pierre and Miquelon
6446,1,United States
1249,1,Spain
6853,1,United States
859,1,South Africa
8864,1,United States
11865,1,United States
1868,1,Panama
11870,1,Albania
1079,1,Morocco
3083,1,India
14099,1,Kyrgyzstan
8108,1,Germany
313,1,Belgium
1916,1,Cuba
11718,1,Germany
11127,1,Canada
328,1,Germany
2133,1,Iran
550,1,United Kingdom
9751,1,Suriname
8354,1,Australia
2158,1,Iran
1770,1,Guatemala
1375,1,France
816,1,South Africa
12219,1,Australia
7226,1,Chile
2026,1,New Zealand
7230,1,Argentina
13435,1,Denmark
8648,1,United States
3649,1,United States
852,1,South Africa
5456,1,Canada
2863,1,Venezuela
673,1,Poland
8475,1,United States
1087,1,Senegal
7694,1,United States
4298,1,United States
2905,1,Saint Vincent and the Grenadines
6306,1,Australia
3519,1,United States
12133,1,Germany
7936,1,United States
7549,1,Japan
5953,1,Syria
1565,1,Italy
3166,1,Thailand
7775,1,United States
13378,1,Greenland
13426,1,Russia
8229,1,French Guiana
7432,1,Switzerland
6232,1,Indonesia
11438,1,United States
1261,1,France
7273,1,Canada
7473,1,Russia
81,1,Canada
8682,1,Sweden
8089,1,Germany
2689,1,Ecuador
13694,1,United States
14103,1,Russia
324,1,Germany
13131,1,United States
6951,1,Norway
6170,1,Sri Lanka
11974,1,Belarus
8177,1,Canada
11777,1,Canada
11784,1,Canada
11985,1,Uzbekistan
10186,1,South Korea
1400,1,France
7601,1,Kiribati
12020,1,Australia
6823,1,Switzerland
1039,1,Congo (Kinshasa)
11841,1,United States
6247,1,Australia
1047,1,Mali
1255,1,France
1668,1,Switzerland
7069,1,United States
11885,1,Italy
1518,1,Italy
8123,1,United States
1544,1,Italy
11146,1,Brazil
9763,1,United States
573,1,United Kingdom
2385,1,Japan
13188,1,Russia
2389,1,Japan
11795,1,Poland
1402,1,France
8614,1,Switzerland
8216,1,Canada
13019,1,Botswana
6421,1,Ireland
6431,1,China
7052,1,China
7466,1,Iceland
868,1,South Africa
13668,1,Brazil
283,1,Niger
13683,1,Brazil
7499,1,Afghanistan
3682,1,Anguilla
107,1,Canada
7312,1,Argentina
2113,1,Iran
13716,1,United States
8321,1,United States
9942,1,United States
7946,1,French Polynesia
7552,1,Japan
6764,1,United States
2565,1,Brazil
13370,1,Greenland
3573,1,United States
3175,1,Thailand
1585,1,Czech Republic
11193,1,Congo (Kinshasa)
1006,1,Zimbabwe
2818,1,Venezuela
12021,1,Australia
12023,1,Australia
5635,1,Gabon
1650,1,Romania
3058,1,India
3682,1,France
7683,1,United States
11295,1,Brazil
311,1,Belgium
7912,1,Australia
5915,1,Vanuatu
6716,1,United States
12951,1,Australia
7776,1,United States
576,1,United Kingdom
8195,1,United States
3798,1,United States
11799,1,Latvia
13430,1,Russia
2834,1,Venezuela
9243,1,Canada
2648,1,Chile
11853,1,United States
8265,1,Australia
5871,1,Fiji
8880,1,Guinea
1894,1,Haiti
13366,1,Greenland
7407,1,Brazil
7210,1,United States
13211,1,China
9225,1,United States
8054,1,Germany
5664,1,Sierra Leone
1068,1,Morocco
8870,1,United States
6489,1,Germany
7492,1,United Kingdom
4094,1,Canada
13098,1,United States
6102,1,Ukraine
3108,1,India
12110,1,Togo
2511,1,Argentina
10130,1,United States
3762,1,United States
1775,1,Honduras
2175,1,Jordan
13176,1,Hungary
7377,1,Brazil
11986,1,Russia
2790,1,Peru
395,1,Germany
6203,1,Indonesia
8403,1,Canada
5603,1,South Africa
13006,1,Bulgaria
1619,1,Portugal
420,1,Finland
626,1,Denmark
5450,1,Iceland
2263,1,Taiwan
11078,1,United States
1899,1,Cuba
8506,1,United States
307,1,Belgium
8107,1,Germany
13124,1,United States
1329,1,France
9781,1,United States
13193,1,China
398,1,Germany
1406,1,France
2210,1,Pakistan
11011,1,United States
822,1,South Africa
7422,1,Ethiopia
3427,1,United States
8430,1,United States
2049,1,Afghanistan
858,1,South Africa
3059,1,India
3065,1,India
8267,1,Afghanistan
1878,1,Costa Rica
14086,1,Costa Rica
2687,1,Ecuador
8105,1,Germany
7309,1,Virgin Islands
1310,1,France
13513,1,India
10128,1,United States
128,1,Canada
3998,1,Macedonia
8340,1,Russia
3563,1,United States
1766,1,Guatemala
3682,1,American Samoa
9776,1,United States
1378,1,France
7991,1,United States
3792,1,United States
394,1,Germany
1397,1,France
7598,1,Kiribati
9002,1,Australia
7811,1,Australia
1012,1,Zimbabwe
3316,1,Sri Lanka
839,1,South Africa
6043,1,Chile
5645,1,Namibia
3048,1,India
6867,1,Iceland
13671,1,Australia
3474,1,United States
6878,1,United States
11080,1,United States
882,1,Botswana
8888,1,United States
11899,1,Cuba
3316,1,Singapore
716,1,Sweden
13334,1,Mexico
8542,1,United States
6950,1,Burma
13368,1,Greenland
2574,1,Brazil
2780,1,Peru
9190,1,United States
11797,1,Sweden
8000,1,Ukraine
12001,1,India
2620,1,Brazil
3421,1,United States
9227,1,Malawi
3435,1,United States
4237,1,Canada
2038,1,Antarctica
8442,1,China
6259,1,Australia
7861,1,Russia
1266,1,France
873,1,South Africa
2676,1,Ecuador
13511,1,India
10117,1,United States
9532,1,Australia
4341,1,United States
3352,1,Australia
4360,1,Russia
11762,1,Canada
11782,1,Canada
7000,1,United States
10802,1,Faroe Islands
403,1,Germany
806,1,South Africa
1010,1,Zimbabwe
2411,1,Philippines
7012,1,Canada
12027,1,Australia
3629,1,United States
1029,1,Congo (Kinshasa)
831,1,South Africa
5843,1,Costa Rica
2644,1,Chile
7245,1,United States
46,1,Canada
13647,1,South Africa
6458,1,Brunei
7468,1,Ireland
3871,1,United States
2071,1,Saudi Arabia
11719,1,Denmark
10121,1,United States
13135,1,United States
4029,1,Italy
13548,1,Indonesia
1578,1,Czech Republic
785,1,Germany
11789,1,United Kingdom
3594,1,United States
6997,1,Peru
13405,1,Denmark
9008,1,Switzerland
9411,1,United States
819,1,South Africa
11021,1,Papua New Guinea
11825,1,United States
436,1,Finland
5462,1,Canada
3475,1,United States
11076,1,United States
2077,1,Saudi Arabia
4290,1,Samoa
14109,1,Chile
1713,1,Turkey
507,1,Mayotte
1131,1,Egypt
1135,1,Egypt
4165,1,Germany
3830,1,United States
584,1,Netherlands
589,1,Netherlands
391,1,Germany
4004,1,United States
4005,1,Malta
3809,1,United States
8030,1,United States
7035,1,United States
7840,1,United States
3751,1,United States
1071,1,Morocco
8874,1,United States
8690,1,Spain
8496,1,United States
9305,1,United States
2506,1,Argentina
3107,1,India
509,1,United Kingdom
12311,1,Somalia
12921,1,China
939,1,Madagascar
13545,1,Indonesia
369,1,Germany
773,1,Germany
13793,1,Australia
7017,1,United States
1422,1,France
1427,1,France
2831,1,Venezuela
1233,1,Spain
2039,1,New Zealand
842,1,South Africa
1442,1,France
8250,1,Brazil
857,1,South Africa
6467,1,United Kingdom
3672,1,United States
2475,1,Argentina
13677,1,Spain
284,1,Niger
13891,1,Australia
13695,1,Argentina
8495,1,United States
1498,1,Hungary
5500,1,Canada
706,1,Sweden
5907,1,Vanuatu
9308,1,China
6308,1,Australia
7516,1,Ukraine
8320,1,United States
1334,1,France
3551,1,United States
8156,1,Russia
3998,1,Sao Tome and Principe
2376,1,South Korea
11182,1,Canada
3188,1,Thailand
1791,1,Mexico
13397,1,Brazil
12010,1,Russia
2819,1,Venezuela
1421,1,France
3439,1,United States
9062,1,Russia
3682,1,Nicaragua
2666,1,Chile
813,1,Swaziland
5887,1,Samoa
2107,1,Iran
2147,1,Iran
5549,1,Canada
8359,1,Canada
3569,1,United States
1570,1,Slovenia
11180,1,Brazil
2600,1,Brazil
11802,1,Lithuania
6805,1,Australia
3821,1,United States
8823,1,Australia
834,1,South Africa
11837,1,United States
1445,1,Greece
5853,1,Cuba
8658,1,United States
8062,1,United States
13269,1,United States
4270,1,United States
3679,1,United States
3887,1,Indonesia
5888,1,French Polynesia
8494,1,United States
7908,1,United States
3315,1,Singapore
7332,1,Suriname
6952,1,Burma
8773,1,Afghanistan
1384,1,France
3595,1,United States
7804,1,United Kingdom
2606,1,Brazil
406,1,Germany
2215,1,Pakistan
11823,1,United States
8624,1,United States
4230,1,United States
8432,1,Germany
7837,1,Netherlands
8641,1,United States
8042,1,United States
7461,1,France
1667,1,Switzerland
2684,1,Ecuador
11087,1,United States
11889,1,Italy
895,1,British Indian Ocean Territory
129,1,Canada
13339,1,Canada
13139,1,United States
8350,1,Australia
961,1,Angola
13765,1,Jordan
7986,1,United States
2998,1,India
8604,1,United States
5605,1,South Africa
11812,1,Egypt
7427,1,Sudan
1630,1,Portugal
855,1,South Africa
2261,1,Taiwan
2867,1,Venezuela
8670,1,United Kingdom
3883,1,United States
8084,1,Namibia
3895,1,Indonesia
11095,1,United States
6915,1,Australia
13121,1,Brazil
1123,1,Somalia
7349,1,Guyana
551,1,United Kingdom
10752,1,New Zealand
1167,1,Sudan
2775,1,French Guiana
2984,1,Russia
2800,1,Peru
1608,1,Austria
217,1,Algeria
7818,1,Chile
8623,1,France
7841,1,Lesotho
8245,1,Brazil
850,1,South Africa
2260,1,Taiwan
8274,1,United States
5684,1,Ethiopia
5929,1,Iran
11134,1,United States
2135,1,Iran
2950,1,Belarus
3955,1,Lithuania
9760,1,Bahamas
13383,1,Greenland
6004,1,South Korea
3813,1,United States
13215,1,Guinea
5628,1,Madagascar
10831,1,United States
5858,1,Bahamas
2463,1,Argentina
1083,1,Senegal
6487,1,France
1298,1,France
8117,1,United States
137,1,Canada
553,1,United Kingdom
8966,1,Cambodia
768,1,Germany
8969,1,Bolivia
1865,1,Turkey
11790,1,Poland
9400,1,France
11407,1,Russia
5808,1,Turks and Caicos Islands
6819,1,Belarus
3226,1,Burma
13032,1,Russia
3632,1,United States
3233,1,Burma
3234,1,Burma
6236,1,Australia
1244,1,Spain
13260,1,Congo (Brazzaville)
470,1,United Kingdom
3476,1,United States
9076,1,Austria
3477,1,United States
8683,1,Ireland
5486,1,Canada
11090,1,United States
7295,1,Nicaragua
8700,1,South Africa
11700,1,Philippines
1308,1,France
913,1,Comoros
8141,1,United States
10148,1,Russia
3149,1,India
3998,1,Latvia
1179,1,Tanzania
11785,1,Germany
13404,1,Suriname
5606,1,South Africa
13433,1,Russia
3037,1,India
8038,1,Chile
1849,1,Mexico
8051,1,United States
5860,1,Bahamas
9861,1,United Kingdom
9866,1,Indonesia
8671,1,Germany
876,1,South Africa
6078,1,Guadeloupe
2083,1,Saudi Arabia
11886,1,Italy
8092,1,Germany
704,1,Sweden
1314,1,France
2325,1,Japan
5540,1,Canada
1341,1,France
1343,1,France
11750,1,Canada
13354,1,United States
13365,1,Greenland
566,1,United Kingdom
8366,1,United States
3998,1,Gabon
578,1,United Kingdom
7999,1,United States
12004,1,Singapore
7010,1,Switzerland
616,1,Denmark
9417,1,United States
8423,1,Canada
13427,1,Russia
8631,1,United States
2232,1,Pakistan
9447,1,United States
12048,1,China
8053,1,Botswana
2453,1,Argentina
2472,1,Argentina
3087,1,India
1303,1,France
1307,1,France
6511,1,New Zealand
6113,1,Russia
1716,1,Turkey
6120,1,Russia
13535,1,Indonesia
3740,1,United States
13342,1,Canada
5946,1,Pakistan
1757,1,Dominican Republic
9772,1,United States
786,1,Germany
3812,1,United States
10618,1,Australia
5441,1,Greenland
457,1,Finland
13465,1,Tanzania
871,1,South Africa
271,1,Nigeria
8096,1,Germany
6097,1,Russia
13502,1,India
8702,1,South Africa
7307,1,Puerto Rico
7326,1,Suriname
8935,1,United States
11941,1,Colombia
11945,1,Peru
549,1,United Kingdom
13361,1,Greenland
11780,1,Canada
11200,1,Brazil
7009,1,United States
4231,1,United States
13243,1,Indonesia
2044,1,New Zealand
8249,1,Brazil
57,1,Canada
92,1,Canada
3682,1,El Salvador
1516,1,Italy
11720,1,Germany
7731,1,Spain
1340,1,France
9943,1,United States
9147,1,Germany
7767,1,United States
368,1,Germany
7772,1,Italy
11989,1,Russia
2405,1,Philippines
207,1,Algeria
12217,1,Australia
8220,1,United States
7420,1,Ethiopia
1428,1,France
11030,1,Australia
13632,1,Indonesia
9238,1,Canada
3056,1,India
7857,1,United States
3663,1,United States
9864,1,United Kingdom
9890,1,Indonesia
1900,1,Cuba
13717,1,United States
11721,1,Germany
5922,1,Afghanistan
6928,1,Switzerland
1357,1,France
10158,1,Indonesia
3169,1,Thailand
778,1,Germany
185,1,Canada
11787,1,Germany
4187,1,Nepal
9788,1,United States
6791,1,Philippines
7229,1,Argentina
3634,1,United States
8234,1,Colombia
44,1,Canada
11649,1,United States
5657,1,United Kingdom
8069,1,Burma
3316,1,Brunei
1872,1,Costa Rica
11684,1,Canada
7087,1,United States
2493,1,Antarctica
6299,1,Australia
1705,1,Turkey
7716,1,United States
1126,1,Egypt
1339,1,France
3547,1,United States
11758,1,Canada
13561,1,Kyrgyzstan
6181,1,Nepal
1181,1,Tanzania
9798,1,United States
1410,1,France
6221,1,Malaysia
3425,1,United States
639,1,Norway
4253,1,United States
274,1,Nigeria
3281,1,Indonesia
1681,1,Turkey
13482,1,China
5682,1,Ethiopia
4084,1,United States
8308,1,United States
13514,1,India
3522,1,United States
13341,1,Canada
8759,1,United States
8761,1,Ecuador
565,1,United Kingdom
7571,1,Australia
9185,1,United States
991,1,Seychelles
9393,1,Guatemala
5797,1,Turkey
7599,1,Kiribati
7800,1,Germany
11004,1,United States
218,1,Algeria
4220,1,United States
823,1,South Africa
3025,1,Sri Lanka
3850,1,United States
5850,1,Haiti
450,1,Finland
8083,1,Namibia
8284,1,United States
686,1,Sweden
11909,1,Pakistan
3314,1,Singapore
720,1,Sweden
926,1,Madagascar
10131,1,United States
335,1,Germany
11142,1,Brazil
1171,1,Sudan
11177,1,Brazil
8779,1,Russia
2782,1,Peru
7990,1,United States
9790,1,United States
1429,1,France
2646,1,Chile
9248,1,Canada
8248,1,Brazil
654,1,Norway
5863,1,Cook Islands
8086,1,Germany
8291,1,United States
14102,1,Philippines
8113,1,Germany
1319,1,France
11524,1,Russia
6726,1,Philippines
1327,1,France
1927,1,Bahamas
10129,1,United States
10132,1,United States
13138,1,United States
11141,1,United States
4146,1,Montserrat
8351,1,Australia
11754,1,Canada
13762,1,Botswana
8367,1,United States
10776,1,Germany
11977,1,Russia
781,1,Germany
3004,1,India
1014,1,Malawi
12033,1,Australia
2840,1,Venezuela
7849,1,United States
7254,1,Canada
1457,1,Greece
12059,1,Brazil
13480,1,China
5882,1,Tonga
95,1,Canada
13496,1,China
11499,1,China
702,1,Sweden
2502,1,Argentina
8926,1,China
1527,1,Italy
9137,1,Germany
8746,1,Russia
9546,1,United States
2355,1,Japan
357,1,Germany
13758,1,United States
962,1,Angola
1778,1,Jamaica
8985,1,United Kingdom
13401,1,Paraguay
817,1,South Africa
228,1,Algeria
7262,1,Canada
2265,1,Taiwan
3870,1,United States
878,1,Botswana
8285,1,United States
6108,1,Ukraine
6927,1,Switzerland
13532,1,Indonesia
8134,1,United States
13335,1,Australia
1542,1,Italy
7143,1,United States
1763,1,Dominican Republic
763,1,Germany
13374,1,Greenland
1383,1,France
6990,1,Ukraine
13592,1,Philippines
6993,1,United States
2803,1,Peru
1806,1,Mexico
3207,1,Burma
3815,1,United States
8219,1,United States
9830,1,Tanzania
6031,1,Argentina
6845,1,United States
11846,1,United States
4254,1,United States
7659,1,United States
9860,1,United Kingdom
3064,1,India
11883,1,Italy
5708,1,Tanzania
8124,1,Germany
3335,1,Australia
6751,1,Peru
3316,1,Christmas Island
13155,1,United States
361,1,Germany
3769,1,United States
13575,1,Oman
3982,1,Yemen
11993,1,Russia
6996,1,United States
11804,1,Botswana
11807,1,Malawi
3013,1,India
2220,1,Pakistan
2206,1,Pakistan
8840,1,Maldives
11844,1,United States
13248,1,Germany
3998,1,Gambia
3386,1,Micronesia
1259,1,France
11905,1,Iran
2306,1,Japan
2323,1,Japan
11930,1,Brazil
138,1,Canada
6145,1,Russia
10746,1,United Kingdom
7548,1,Iraq
2754,1,Colombia
8356,1,Canada
12361,1,Australia
6362,1,China
1576,1,Czech Republic
3998,1,Turkmenistan
5788,1,Hungary
13593,1,Philippines
9796,1,Canada
397,1,Germany
11806,1,Angola
14,1,Iceland
5814,1,Marshall Islands
1616,1,Portugal
5619,1,Madagascar
2627,1,Brazil
3831,1,United States
8860,1,Germany
6464,1,Russia
667,1,Poland
1671,1,Switzerland
11872,1,Albania
7675,1,Brazil
11879,1,Spain
489,1,United Kingdom
7693,1,United States
96,1,Canada
8501,1,Germany
911,1,Zambia
11713,1,China
1513,1,Italy
11915,1,Iraq
6327,1,Australia
6930,1,Switzerland
3139,1,India
11948,1,Kyrgyzstan
11772,1,Canada
8975,1,United Kingdom
4376,1,Russia
2580,1,Brazil
8784,1,United States
13390,1,Greenland
3959,1,Sweden
11796,1,Poland
11010,1,United States
3230,1,Burma
5831,1,Honduras
11835,1,United States
8260,1,Brazil
6060,1,Bolivia
869,1,South Africa
13072,1,United States
11072,1,Kazakhstan
11079,1,United States
1302,1,France
3306,1,Malaysia
7909,1,Maldives
9521,1,Reunion
2127,1,Iran
928,1,Madagascar
3344,1,Australia
8747,1,United States
1954,1,Bahamas
8980,1,Australia
9795,1,United States
5598,1,Sweden
9001,1,Australia
4222,1,United States
226,1,Algeria
11848,1,United States
1666,1,Switzerland
3669,1,United States
3471,1,United States
7497,1,United States
4307,1,Guyana
6107,1,Ukraine
6336,1,Australia
4029,1,Ukraine
3360,1,Australia
9162,1,Russia
9779,1,United States
1380,1,France
6984,1,Switzerland
8187,1,United States
7816,1,Poland
2435,1,Philippines
9853,1,Australia
11863,1,United States
3668,1,United States
3479,1,United States
11892,1,Moldova
8693,1,United States
13307,1,Australia
6922,1,Russia
1129,1,Egypt
6339,1,Australia
8950,1,United States
8752,1,Indonesia
8954,1,Brazil
8762,1,Ecuador
12182,1,Australia
6991,1,Nepal
11791,1,Poland
9006,1,Australia
1420,1,France
1024,1,Congo (Kinshasa)
3229,1,Burma
9832,1,Tanzania
2450,1,Argentina
3054,1,India
13687,1,Uganda
8890,1,Cuba
1294,1,France
11895,1,Guatemala
1095,1,Mauritania
7703,1,France
6914,1,Australia
3915,1,Indonesia
9136,1,Denmark
3742,1,United States
13346,1,Dominican Republic
2351,1,Japan
13754,1,Chile
764,1,Germany
8972,1,United Kingdom
10178,1,Switzerland
7581,1,United States
2186,1,United Arab Emirates
2589,1,Brazil
8995,1,Australia
13004,1,Australia
7409,1,Angola
13,1,Iceland
1641,1,Portugal
7642,1,Greenland
6048,1,Falkland Islands
2465,1,Argentina
9068,1,Australia
1271,1,France
2273,1,Taiwan
74,1,Canada
2080,1,Saudi Arabia
82,1,Canada
6283,1,Australia
6887,1,Greece
1092,1,Mauritania
13718,1,Portugal
934,1,Madagascar
13356,1,Greenland
3562,1,United States
12165,1,Colombia
770,1,Germany
1377,1,France
5982,1,Papua New Guinea
11389,1,Bhutan
13597,1,Brazil
12000,1,India
1805,1,Mexico
1411,1,France
13020,1,Zimbabwe
424,1,Finland
13227,1,Australia
6239,1,Australia
12041,1,Australia
11243,1,United States
8088,1,Germany
4289,1,Australia
2514,1,Argentina
7323,1,Suriname
2527,1,Brazil
3133,1,India
11739,1,Germany
